City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Oum Hadjer,TD,13.2954,19.6966,82.89,53,65,7.11,broken clouds
328,Dawlatabad,AF,36.4141,64.9053,70.0,11,1,3.96,clear sky
329,Capitan Bado,PY,-23.2667,-55.5333,55.74,89,0,6.6,clear sky
330,San Cristobal,VE,7.7669,-72.225,64.09,97,92,2.84,overcast clouds
331,Venezuela,VE,8.0,-66.0,77.16,84,36,8.23,scattered clouds
332,Nouakchott,MR,18.0858,-15.9785,75.13,72,48,10.78,scattered clouds
333,Jawhar,SO,2.7809,45.5005,84.24,54,40,15.77,scattered clouds
334,Merauke,ID,-8.4667,140.3333,83.48,80,56,16.24,broken clouds
335,Coquimbo,CL,-29.9533,-71.3436,56.55,89,29,4.59,scattered clouds
336,Rapina,EE,58.0981,27.4636,48.69,75,100,13.47,overcast clouds
337,Llangefni,GB,53.2556,-4.3106,53.73,76,40,14.97,scattered clouds
338,Koutiala,ML,12.3917,-5.4642,74.39,78,69,4.92,broken clouds
339,Katsuura,JP,35.1333,140.3,69.42,64,100,13.65,overcast clouds
340,Lesogorskiy,RU,61.0455,28.9294,52.63,85,100,15.68,overcast clouds
341,Qaanaaq,GL,77.484,-69.3632,5.59,69,7,8.66,clear sky
342,Santa Cruz,BO,-17.8,-63.1667,65.66,88,1,4.61,clear sky
343,Brae,GB,60.3964,-1.353,47.25,71,99,16.62,overcast clouds
