City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
577,Ravar,IR,75.18,clear sky,31.2656,56.8055,computertik
578,Hualmay,PE,60.51,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
580,Tumaco,CO,76.14,overcast clouds,1.7986,-78.8156,Calle nueva creación
581,Madimba,TZ,79.14,scattered clouds,-10.4,40.3333,
583,Sassandra,CI,73.15,broken clouds,4.95,-6.0833,la terrasse
584,Bialystok,PL,51.96,overcast clouds,53.1333,23.15,Hotel Podlasie
585,Kaeo,NZ,61.32,overcast clouds,-35.1,173.7833,Bushido Lodge
588,Melville,US,58.59,overcast clouds,40.7934,-73.4151,Marriott Melville Long Island
589,Guerrero Negro,MX,70.63,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
590,Cabo Rojo,PR,78.98,clear sky,18.0866,-67.1457,Hotel Perichi's
591,Andijon,UZ,70.88,scattered clouds,40.7821,72.3442,"Hotel ""Bog'ishamol"""
594,Marsciano,IT,62.78,overcast clouds,42.9059,12.3359,Antico Casolare
596,Komsomolskiy,UZ,70.52,few clouds,40.4272,71.7189,Ikathouse
597,Sokur,RU,50.36,overcast clouds,55.2093,83.319,Gostinitsa Svetlana
598,Bayir,TR,66.72,clear sky,37.2687,28.2167,Hotel Babadag
599,Hongjiang,CN,74.79,broken clouds,27.11,109.9956,洪江大酒店
601,Abha,SA,71.85,clear sky,18.2164,42.5053,Abha Hotel
606,Qax,AZ,59.99,overcast clouds,41.4225,46.9242,El Resort Hotel
607,Tucurui,BR,73.26,clear sky,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
608,Atlantic City,US,62.04,overcast clouds,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
609,Juneau,US,54.1,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
610,El Cope,PA,67.12,overcast clouds,8.6167,-80.6,Hostal Buena Esperanza
611,Grand-Santi,GF,70.27,clear sky,4.25,-54.3833,Hotel La Villa Couacou
613,Yarmouth,US,60.96,few clouds,41.7057,-70.2286,Blue Rock Resort
615,Jalu,LY,67.26,scattered clouds,29.0331,21.5482,صاحبة الفخامة
616,Jega,NG,74.01,overcast clouds,12.2175,4.3792,ALH. Nasiru Ibrahim
617,Oktyabrskoye,RU,55.54,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
618,Siguiri,GN,70.47,light rain,11.6667,-9.5,
619,Ishimbay,RU,50.9,overcast clouds,53.4545,56.0415,Bashneft
620,Semey,KZ,66.42,clear sky,50.4111,80.2275,Grand Hotel Semey
621,Saint-Francois,FR,56.68,mist,46.4154,3.9054,Maison Vin d'Hus
622,Waddan,LY,66.18,clear sky,29.1614,16.139,محل الشريف محمد العايب
626,Aksu,CN,66.99,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
629,Uch,FR,54.57,overcast clouds,45.3192,-0.9345,Tour Hôtel
633,Knysna,ZA,68.04,broken clouds,-34.0363,23.0471,Protea by Marriott Hotel Knysna Quays
634,Elko,US,61.65,clear sky,41.0002,-115.5012,
635,Domoni,KM,78.87,clear sky,-12.2569,44.5319,Al Djadid
637,Victor Harbor,AU,57.0,scattered clouds,-35.5667,138.6167,McCracken Country Club
638,Zhanaozen,KZ,59.29,clear sky,43.3,52.8,K.korabay 28A
640,Salinopolis,BR,77.76,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
641,Wadi Musa,JO,63.54,clear sky,30.3222,35.4793,Petra Palace Hotel
645,Asau,RO,52.72,broken clouds,46.4333,26.4,Casa Mika Ciobanus
646,Conceicao Do Araguaia,BR,75.65,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
648,Tubuala,PA,77.7,overcast clouds,9.5167,-79.0333,
650,Kavalerovo,RU,54.41,clear sky,44.2661,135.0572,Hotel Colibri
651,Awbari,LY,68.45,clear sky,26.5921,12.7805,استراحة الشارب العائلي
653,Correntina,BR,75.29,scattered clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
656,Bulawayo,ZW,68.56,clear sky,-20.15,28.5833,4 On Housman Backpackers
657,Kibondo,TZ,70.57,overcast clouds,-3.5864,30.7203,Pongezi Annex Guest House
660,Santa Isabel Do Rio Negro,BR,75.54,broken clouds,-0.4139,-65.0192,Hotel GSA
662,Diamantino,BR,66.56,broken clouds,-14.4086,-56.4461,Hotel Delta
664,Mengcheng,CN,68.83,overcast clouds,33.2579,116.5655,Jinliang Hotel
665,Alibunan,PH,79.95,heavy intensity rain,11.1465,122.4591,Rex Casio Cell Site
666,Whyalla,AU,58.89,broken clouds,-33.0333,137.5833,Foreshore Motor Inn
